INDICATOR_ID,INDICATOR_LABEL_EN
LR.AG15T24.URB,"Youth literacy rate, population 15-24 years, urban, both sexes (%)"
LR.AG15T24.URB.F,"Youth literacy rate, population 15-24 years, urban, female (%)"
LR.AG15T24.URB.GPIA,"Youth literacy rate, population 15-24 years, urban, adjusted gender parity index (GPIA)"
LR.AG15T24.URB.M,"Youth literacy rate, population 15-24 years, urban, male (%)"
LR.AG15T24.WPIA,"Youth literacy rate, population 15-24 years, adjusted wealth parity index (WPIA)"
LR.AG15T99,"Adult literacy rate, population 15+ years, both sexes (%)"
LR.AG15T99.F,"Adult literacy rate, population 15+ years, female (%)"
LR.AG15T99.F.LPIA,"Adult literacy rate, population 15+ years, female, adjusted location parity index (LPIA)"
LR.AG15T99.F.WPIA,"Adult literacy rate, population 15+ years, female, adjusted wealth parity index (WPIA)"
LR.AG15T99.GPIA,"Adult literacy rate, population 15+ years, adjusted gender parity index (GPIA)"
LR.AG15T99.LPIA,"Adult literacy rate, population 15+ years, adjusted location parity index (LPIA)"
LR.AG15T99.M,"Adult literacy rate, population 15+ years, male (%)"
LR.AG15T99.M.LPIA,"Adult literacy rate, population 15+ years, male, adjusted location parity index (LPIA)"
LR.AG15T99.M.WPIA,"Adult literacy rate, population 15+ years, male, adjusted wealth parity index (WPIA)"
LR.AG15T99.Q1,"Adult literacy rate, population 15+ years, poorest quintile, both sexes (%)"
LR.AG15T99.Q1.F,"Adult literacy rate, population 15+ years, poorest quintile, female (%)"
LR.AG15T99.Q1.GPIA,"Adult literacy rate, population 15+ years, poorest quintile, adjusted gender parity index (GPIA)"
LR.AG15T99.Q1.M,"Adult literacy rate, population 15+ years,  poorest quintile, male (%)"
LR.AG15T99.Q5,"Adult literacy rate, population 15+ years, richest quintile, both sexes (%)"
LR.AG15T99.Q5.F,"Adult literacy rate, population 15+ years, richest quintile, female (%)"
LR.AG15T99.Q5.GPIA,"Adult literacy rate, population 15+ years, richest quintile, adjusted gender parity index (GPIA)"
LR.AG15T99.Q5.M,"Adult literacy rate, population 15+ years, , richest quintile, male (%)"
LR.AG15T99.RUR,"Adult literacy rate, population 15+ years, rural, both sexes (%)"
LR.AG15T99.RUR.F,"Adult literacy rate, population 15+ years, rural, female (%)"
LR.AG15T99.RUR.GPIA,"Adult literacy rate, population 15+ years, rural, adjusted gender parity index (GPIA)"
LR.AG15T99.RUR.M,"Adult literacy rate, population 15+ years, rural, male (%)"
LR.AG15T99.URB,"Adult literacy rate, population 15+ years, urban, both sexes (%)"
LR.AG15T99.URB.F,"Adult literacy rate, population 15+ years, urban, female (%)"
LR.AG15T99.URB.GPIA,"Adult literacy rate, population 15+ years, urban, adjusted gender parity index (GPIA)"
LR.AG15T99.URB.M,"Adult literacy rate, population 15+ years, urban, male (%)"
LR.AG15T99.WPIA,"Adult literacy rate, population 15+ years, adjusted wealth parity index (WPIA)"
LR.AG25T64,"Literacy rate, population 25-64 years, both sexes (%)"
LR.AG25T64.F,"Literacy rate, population 25-64 years, female (%)"
LR.AG25T64.F.LPIA,"Literacy rate, population 25-64 years, female, adjusted location parity index (LPIA)"
LR.AG25T64.F.WPIA,"Literacy rate, population 25-64 years, female, adjusted wealth parity index (WPIA)"
LR.AG25T64.GPIA,"Literacy rate, population 25-64 years, adjusted gender parity index (GPIA)"
LR.AG25T64.LPIA,"Literacy rate, population 25-64 years, adjusted location parity index (LPIA)"
LR.AG25T64.M,"Literacy rate, population 25-64 years, male (%)"
LR.AG25T64.M.LPIA,"Literacy rate, population 25-64 years, male, adjusted location parity index (LPIA)"
LR.AG25T64.M.WPIA,"Literacy rate, population 25-64 years, male, adjusted wealth parity index (WPIA)"
LR.AG25T64.Q1,"Literacy rate, population 25-64 years, poorest quintile, both sexes (%)"
LR.AG25T64.Q1.F,"Literacy rate, population 25-64 years, poorest quintile, female (%)"
LR.AG25T64.Q1.GPIA,"Literacy rate, population 25-64 years, poorest quintile, adjusted gender parity index (GPIA)"
LR.AG25T64.Q1.M,"Literacy rate, population 25-64 years, poorest quintile, male (%)"
LR.AG25T64.Q5,"Literacy rate, population 25-64 years, richest quintile, both sexes (%)"
LR.AG25T64.Q5.F,"Literacy rate, population 25-64 years, richest quintile, female (%)"
LR.AG25T64.Q5.GPIA,"Literacy rate, population 25-64 years, richest quintile, adjusted gender parity index (GPIA)"
LR.AG25T64.Q5.M,"Literacy rate, population 25-64 years, richest quintile, male (%)"
LR.AG25T64.RUR,"Literacy rate, population 25-64 years, rural, both sexes (%)"
LR.AG25T64.RUR.F,"Literacy rate, population 25-64 years, rural, female (%)"
LR.AG25T64.RUR.GPIA,"Literacy rate, population 25-64 years, rural, adjusted gender parity index (GPIA)"
LR.AG25T64.RUR.M,"Literacy rate, population 25-64 years, rural, male (%)"
LR.AG25T64.URB,"Literacy rate, population 25-64 years, urban, both sexes (%)"
LR.AG25T64.URB.F,"Literacy rate, population 25-64 years, urban, female (%)"
LR.AG25T64.URB.GPIA,"Literacy rate, population 25-64 years, urban, adjusted gender parity index (GPIA)"
LR.AG25T64.URB.M,"Literacy rate, population 25-64 years, urban, male (%)"
LR.AG25T64.WPIA,"Literacy rate, population 25-64 years, adjusted wealth parity index (WPIA)"
LR.AG65T99,"Elderly literacy rate, population 65+ years, both sexes (%)"
LR.AG65T99.F,"Elderly literacy rate, population 65+ years, female (%)"
LR.AG65T99.F.LPIA,"Elderly literacy rate, population 65+ years, female, adjusted location parity index (LPIA)"
LR.AG65T99.F.WPIA,"Elderly literacy rate, population 65+ years, female, adjusted wealth parity index (WPIA)"
LR.AG65T99.GPIA,"Elderly literacy rate, population 65+ years, adjusted gender parity index (GPIA)"
LR.AG65T99.LPIA,"Elderly literacy rate, population 65+ years, adjusted location parity index (LPIA)"
LR.AG65T99.M,"Elderly literacy rate, population 65+ years, male (%)"
LR.AG65T99.M.LPIA,"Elderly literacy rate, population 65+ years, male, adjusted location parity index (LPIA)"
LR.AG65T99.M.WPIA,"Elderly literacy rate, population 65+ years, male, adjusted wealth parity index (WPIA)"
LR.AG65T99.Q1,"Elderly literacy rate, population 65+ years, poorest quintile, both sexes (%)"
LR.AG65T99.Q1.F,"Elderly literacy rate, population 65+ years, poorest quintile, female (%)"
LR.AG65T99.Q1.GPIA,"Elderly literacy rate, population 65+ years, poorest quintile, adjusted gender parity index (GPIA)"
LR.AG65T99.Q1.M,"Elderly literacy rate, population 65+ years,  poorest quintile, male (%)"
LR.AG65T99.Q5,"Elderly literacy rate, population 65+ years, richest quintile, both sexes (%)"
LR.AG65T99.Q5.F,"Elderly literacy rate, population 65+ years, richest quintile, female (%)"
LR.AG65T99.Q5.GPIA,"Elderly literacy rate, population 65+ years, richest quintile, adjusted gender parity index (GPIA)"
LR.AG65T99.Q5.M,"Elderly literacy rate, population 65+ years, richest quintile, male (%)"
LR.AG65T99.RUR,"Elderly literacy rate, population 65+ years, rural, both sexes (%)"
LR.AG65T99.RUR.F,"Elderly literacy rate, population 65+ years, rural, female (%)"
LR.AG65T99.RUR.GPIA,"Elderly literacy rate, population 65+ years, rural, adjusted gender parity index (GPIA)"
LR.AG65T99.RUR.M,"Elderly literacy rate, population 65+ years, rural, male (%)"
LR.AG65T99.URB,"Elderly literacy rate, population 65+ years, urban, both sexes (%)"
LR.AG65T99.URB.F,"Elderly literacy rate, population 65+ years, urban, female (%)"
LR.AG65T99.URB.GPIA,"Elderly literacy rate, population 65+ years, urban, adjusted gender parity index (GPIA)"
LR.AG65T99.URB.M,"Elderly literacy rate, population 65+ years, urban, male (%)"
LR.AG65T99.WPIA,"Elderly literacy rate, population 65+ years, adjusted wealth parity index (WPIA)"
LR.GALP.AG15T24,"Youth literacy rate, population 15-24 years, both sexes (estimate using the Global Age-Specific Literacy Projections Model) (%)"
LR.GALP.AG15T24.F,"Youth literacy rate, population 15-24 years, female (estimate using the Global Age-Specific Literacy Projections Model) (%)"
LR.GALP.AG15T24.GPIA,"Youth literacy rate, population 15-24 years, adjusted gender parity index (estimate using the Global Age-Specific Literacy Projections Model) (GPIA)"
LR.GALP.AG15T24.M,"Youth literacy rate, population 15-24 years, male (estimate using the Global Age-Specific Literacy Projections Model) (%)"
LR.GALP.AG15T99,"Adult literacy rate, population 15+ years, both sexes (estimate using the Global Age-Specific Literacy Projections Model) (%)"
LR.GALP.AG15T99.F,"Adult literacy rate, population 15+ years, female (estimate using the Global Age-Specific Literacy Projections Model) (%)"
LR.GALP.AG15T99.GPIA,"Adult literacy rate, population 15+ years, adjusted gender parity index (estimate using the Global Age-Specific Literacy Projections Model) (GPIA)"
LR.GALP.AG15T99.M,"Adult literacy rate, population 15+ years, male (estimate using the Global Age-Specific Literacy Projections Model) (%)"
LR.GALP.AG25T64,"Literacy rate, population 25-64 years, both sexes (estimate using the Global Age-Specific Literacy Projections Model) (%)"
LR.GALP.AG25T64.F,"Literacy rate, population 25-64 years, female (estimate using the Global Age-Specific Literacy Projections Model) (%)"
LR.GALP.AG25T64.GPIA,"Literacy rate, population 25-64 years, adjusted gender parity index (estimate using the Global Age-Specific Literacy Projections Model) (GPIA)"
LR.GALP.AG25T64.M,"Literacy rate, population 25-64 years, male (estimate using the Global Age-Specific Literacy Projections Model) (%)"
LR.GALP.AG65T99,"Elderly literacy rate, population 65+ years, both sexes (estimate using the Global Age-Specific Literacy Projections Model) (%)"
LR.GALP.AG65T99.F,"Elderly literacy rate, population 65+ years, female (estimate using the Global Age-Specific Literacy Projections Model) (%)"
LR.GALP.AG65T99.GPIA,"Elderly literacy rate, population 65+ years, adjusted gender parity index (estimate using the Global Age-Specific Literacy Projections Model) (GPIA)"
LR.GALP.AG65T99.M,"Elderly literacy rate, population 65+ years, male (estimate using the Global Age-Specific Literacy Projections Model) (%)"
MATH.G2,"Proportion of students in Grade 2 achieving at least a minimum proficiency level in mathematics, both sexes (%)"
MATH.G2.F,"Proportion of students in Grade 2 achieving at least a minimum proficiency level in mathematics, female (%)"
MATH.G2.GPIA,"Proportion of students in Grade 2 achieving at least a minimum proficiency level in mathematics, adjusted gender parity index (GPIA)"
MATH.G2.HIGHSES,"Proportion of students in Grade 2 achieving at least a minimum proficiency level in mathematics, very affluent socioeconomic background, both sexes (%)"
MATH.G2.LANGTEST,"Proportion of students in Grade 2 achieving at least a minimum proficiency level in mathematics, spoke the language of the test at home, both sexes (%)"
MATH.G2.LOWSES,"Proportion of students in Grade 2 achieving at least a minimum proficiency level in mathematics, very poor socioeconomic background, both sexes (%)"
MATH.G2.LPIA,"Proportion of students in Grade 2 achieving at least a minimum proficiency level in mathematics, adjusted location parity index (LPIA)"
MATH.G2.LTPIA,"Proportion of students in Grade 2 achieving at least a minimum proficiency level in mathematics, adjusted speaks language of the test parity index (LTPIA)"
MATH.G2.M,"Proportion of students in Grade 2 achieving at least a minimum proficiency level in mathematics, male (%)"
MATH.G2.NATIVE,"Proportion of students in Grade 2 achieving at least a minimum proficiency level in mathematics, non-immigrant background, both sexes (%)"
MATH.G2.NONLANGTEST,"Proportion of students in Grade 2 achieving at least a minimum proficiency level in mathematics, did not speak the language of the test at home, both sexes (%)"
MATH.G2.NONNATIVE,"Proportion of students in Grade 2 achieving at least a minimum proficiency level in mathematics, immigrant background, both sexes (%)"
MATH.G2.NPIA,"Proportion of students in Grade 2 achieving at least a minimum proficiency level in mathematics, adjusted native parity index (NPIA)"
MATH.G2.RURAL,"Proportion of students in Grade 2 achieving at least a minimum proficiency level in mathematics, rural areas, both sexes (%)"
MATH.G2.URBAN,"Proportion of students in Grade 2 achieving at least a minimum proficiency level in mathematics, urban areas, both sexes (%)"
MATH.G2.WPIA,"Proportion of students in Grade 2 achieving at least a minimum proficiency level in mathematics, adjusted wealth parity index (WPIA)"
