country_alpha3,country_name,year,1_1_ffp_x1,1_2_ucdp,1_3_wef_gci_subpillar:_5._security,1_4_political_terror,1_5_ffp_p3,protection,2_1_1_wef_gcr_2nd_pillar:_infrastructure,2_1_2_un:_telecom,"2_2_1_government_expend._on_primary_and_secondary_education,_total_(%_of_gdp)",2_2_2_wef_gcr_indicator_quality_of_primary_education,2_3_1_domestic_general_government_health_expenditure_(%_of_gdp),2_3_2_out_of_pocket_expenditure_(%_of_total_national_health_care_spending),2_4_1_public_social_protection_(excl._health)_expenditure_(%_of_gdp),2_4_2_coverage_of_older_persons_by_sp_benefits,2_5_1_public_expenditure_on_socials_safety_nets_(%_of_gdp),2_5_2_vulnerable_persons_covered_by_social_assistance,2_6_1_share_of_wage_employment_on_work_age_pop,2_6_2_working_poverty_head_count_rate_(percentage_of_persons_living_in_poverty_in_spite_of_being_employed),2_7_1_wef_gci_subpillar:_1._property_rights,2_7_2_wef_gci_subpillars_2_and_3._ethics_and_corruption;_undue_influence,2_8_1_wef_gci_subpillar:_1._domestic_competition,2_8_2_wef_gci_subpillar:_4._government_efficiency,provision,3_1_v_dem_index_on_electoral_democracy,3_2_wb_voice_and_accountability_indicator,participation
ZAF,South Africa,2013,0.71,1.0,0.6966666666666668,0.5,0.58,0.6973333333333334,0.59,0.28398999999999996,0.894224,0.33285714285714285,0.9059864040000001,0.9238995218,1.0,0.8140000000000001,0.9907511711120606,0.35600000000000004,0.8513504000000001,0.9341,0.7957142857142857,0.515,0.7042857142857143,0.5942857142857143,0.7179027721284323,0.766,0.6331075072,0.6995537536
SSD,South Sudan,2013,0.0,0.05046387267730024,,0.0,0.06999999999999995,0.030115968169325047,,0.043295,0.14973999999999998,,0.13907366999999998,0.8080718613,,,,,0.09595876,,,,,,0.19064163141249998,0.186,0.23424541959999998,0.21012270979999997
ESP,Spain,2013,0.8,1.0,0.9283333333333335,0.75,0.78,0.8516666666666668,0.8528571428571428,0.647335,0.565634,0.5728571428571428,1.0,0.772264595,1.0,0.6509999999999999,,0.45,0.821405,1.0,0.6371428571428571,0.48928571428571427,0.6185714285714285,0.47285714285714286,0.6875756264732142,0.874,0.7088890314,0.7914445157000001
LKA,Sri Lanka,2013,0.31999999999999995,1.0,0.8583333333333334,0.25,0.09999999999999998,0.5056666666666667,0.5714285714285714,0.213175,0.22345600000000002,0.6628571428571428,0.347625136,0.5106624222,0.8456208793172421,0.252,0.10237623453140259,0.044000000000000004,0.5571355,0.9866,0.5971428571428571,0.47000000000000003,0.6585714285714286,0.5671428571428572,0.47561212682446885,0.459,0.3998341084,0.4294170542
SDN,Sudan,2013,0.0,0.2916254722491971,,0.0,0.06999999999999995,0.09040636806229926,,0.12857,,,0.230390096,0.2516571045,,0.11,0.19439363479614258,,0.4408202,0.9191,,,,,0.2707894670092285,0.231,0.16912841799999997,0.200064209
SWE,Sweden,2013,0.9,1.0,0.98,1.0,0.87,0.95,0.7999999999999999,0.85453,0.7658699999999999,0.7157142857142856,1.0,0.8506881332,1.0,1.0,1.0,1.0,0.8940833,1.0,0.8214285714285714,0.8300000000000001,0.7142857142857143,0.7342857142857142,0.8738053574321428,0.926,0.8395334720000001,0.882766736
CHE,Switzerland,2013,0.86,1.0,0.9916666666666667,1.0,0.8300000000000001,0.9363333333333334,0.8857142857142857,0.849075,0.689114,0.8528571428571429,0.68606453,0.7483711815,1.0,0.976,1.0,0.7020000000000001,0.8466894,1.0,0.8785714285714287,0.8035714285714286,0.7414285714285714,0.74,0.8374660605401786,0.904,0.8336755752,0.8688377876
TJK,Tajikistan,2013,0.3599999999999999,1.0,0.7583333333333334,0.5,0.18000000000000005,0.5596666666666666,0.37857142857142856,0.18902999999999998,,0.5228571428571429,0.380061674,0.38085525509999996,,0.9279999999999999,0.1490084171295166,,0.6765798,0.9616,0.5364285714285715,0.52,0.5607142857142857,0.5657142857142856,0.5218304012813682,0.214,0.222174263,0.2180871315
TZA,Tanzania,2013,0.22999999999999998,1.0,0.7516666666666667,0.5,0.38,0.5723333333333332,0.3285714285714285,0.08238000000000001,0.45640800000000004,0.35285714285714287,0.237034082,0.7590953064,,0.032,0.03066449463367462,,0.131351,0.48840000000000006,0.5157142857142857,0.4278571428571429,0.5685714285714286,0.4957142857142857,0.3105801932470665,0.48,0.4760475292,0.47802376459999996
THA,Thailand,2013,0.54,0.7656701687486827,0.7283333333333334,0.5,0.27,0.5608007004164033,0.6471428571428571,0.26017999999999997,0.666074,0.52,0.524550056,0.874597683,0.428976,0.83,0.33828370571136473,,0.44680210000000004,0.9995,0.5371428571428571,0.44,0.6285714285714287,0.4942857142857143,0.5608993817228491,0.413,0.43190032240000004,0.4224501612
TMP,Timor-Leste,2013,0.1499999999999999,1.0,0.7566666666666667,0.75,0.4,0.6113333333333333,0.31142857142857144,0.067645,1.0,0.31428571428571433,0.8891117100000001,0.9303176832,0.33839885600070907,0.897,1.0,,0.3023845,0.7818,0.39571428571428574,0.45785714285714285,0.5442857142857143,0.4785714285714286,0.606800037896473,0.648,0.5336350768,0.5908175384000001
TGO,Togo,2013,0.35,1.0,,0.75,0.21999999999999997,0.5800000000000001,,0.079015,0.7359199999999999,,0.198441482,0.4213046265,,0.19,0.02860659658908844,,0.17362539999999999,0.5730999999999999,,,,,0.2861295584731814,0.45,0.33925268659999996,0.3946263433
TTO,Trinidad and Tobago,2013,0.58,1.0,0.6366666666666667,0.75,0.48,0.6893333333333334,0.6242857142857142,0.453465,0.43049,0.66,0.5181983480000001,0.5682698059,,,0.7618300437927246,,0.7850221999999999,0.9993,0.5571428571428572,0.45285714285714285,0.6114285714285714,0.4857142857142857,0.6192738580652872,0.753,0.6099956154,0.6814978077
TUN,Tunisia,2013,0.37,0.7351735295028856,0.6650000000000001,0.75,0.15999999999999992,0.5360347059005772,0.557142857142857,0.297985,0.940836,0.5514285714285714,0.810331916,0.6093601227000001,,0.33799999999999997,0.15036736726760863,,0.7213034,0.9974,0.5571428571428572,0.5085714285714286,0.5871428571428572,0.5271428571428571,0.5401576626129153,0.775,0.4993508352,0.6371754176
TUR,Turkey,2013,0.44000000000000006,0.6346821689881501,0.7266666666666667,0.5,0.44999999999999996,0.5502697671309633,0.6357142857142857,0.354125,,0.4942857142857143,0.684940958,0.8307319641,1.0,1.0,0.22678444385528565,,0.6407374,0.9991,0.6171428571428572,0.5207142857142857,0.6685714285714285,0.5671428571428572,0.6225663345417322,0.494,0.4667627126,0.4803813563
UGA,Uganda,2013,0.18000000000000005,0.5542584378567459,0.6316666666666667,0.5,0.20999999999999996,0.41518502090468257,0.33,0.08715,0.312772,0.41428571428571426,0.194864274,0.5748222351,,0.066,0.12002218961715698,0.006,0.20705500000000002,0.6679999999999999,0.4828571428571428,0.3764285714285714,0.5757142857142857,0.4985714285714286,0.31128392759839374,0.332,0.4080727398,0.3700363699
UKR,Ukraine,2013,0.3799999999999999,0.34257077471476804,0.7533333333333333,0.25,0.42999999999999994,0.43118082160962024,0.5814285714285714,0.366825,0.61025,0.6728571428571428,0.667803812,0.5183153915000001,1.0,0.919,1.0,0.39,0.8087689,0.999,0.35857142857142854,0.33428571428571424,0.5128571428571428,0.35571428571428576,0.630979836825893,0.457,0.4542668968,0.4556334484
ARE,United Arab Emirates,2013,0.6499999999999999,1.0,1.0,0.75,0.36,0.752,0.8857142857142857,0.575015,,0.7371428571428572,0.517188216,0.8284420586,0.503853133442962,,,,0.9671178,1.0,0.7671428571428571,0.8064285714285714,0.7914285714285715,0.7300000000000001,0.739319238677566,0.089,0.31679595699999996,0.20289797849999996
GBR,United Kingdom,2013,0.87,1.0,0.9150000000000001,1.0,0.8200000000000001,0.921,0.8742857142857142,0.8334550000000001,0.773366,0.6985714285714285,1.0,0.8402847385,1.0,1.0,1.0,0.7659999999999999,0.8540680999999999,1.0,0.8657142857142857,0.7564285714285715,0.7242857142857143,0.67,0.8535287220491071,0.868,0.7752948284000001,0.8216474142000001
USA,United States,2013,0.9,1.0,0.7916666666666667,0.75,0.6799999999999999,0.8243333333333333,0.8242857142857142,0.713275,0.653628,0.6685714285714285,1.0,0.8774627113,1.0,0.858,,0.31,0.934053,1.0,0.7385714285714285,0.6064285714285714,0.7042857142857143,0.5700000000000001,0.7355350980276786,0.906,0.7311751604,0.8185875802
URY,Uruguay,2013,0.6499999999999999,1.0,0.8466666666666667,1.0,0.77,0.8533333333333333,0.6157142857142857,0.50245,0.5478959999999999,0.4628571428571429,1.0,0.8230630493,,0.765,0.23009517192840576,,0.7268268999999999,0.9995,0.6585714285714286,0.6914285714285714,0.6357142857142858,0.5285714285714286,0.6364239647508722,0.908,0.7277024746,0.8178512373
UZB,Uzbekistan,2013,0.45999999999999996,1.0,,0.5,0.08000000000000007,0.51,,0.22041,,,0.5093476299999999,0.4707938385,1.0,1.0,0.15021169185638428,0.16,0.5141279,0.8403,,,,,0.5085601060356384,0.167,0.1319054604,0.1494527302
VNM,Vietnam,2013,0.44000000000000006,1.0,0.7816666666666668,0.5,0.25,0.5943333333333334,0.5271428571428571,0.38806,0.7730879999999999,0.4842857142857143,0.478227376,0.5873053740999999,0.5116404174967439,0.39899999999999997,0.31053154468536376,0.1,0.3485994,0.9687,0.47000000000000003,0.45999999999999996,0.61,0.46,0.4922862927319175,0.213,0.24906339640000003,0.23103169820000002
YEM,"Yemen, Rep.",2013,0.13,0.08569849066858315,0.5083333333333333,0.0,0.13000000000000012,0.1708063648003833,0.27714285714285714,0.112985,0.714738,0.2842857142857143,0.195921552,0.25416519169999996,,,,,0.5038465,0.892,0.42,0.3178571428571429,0.5385714285714286,0.3885714285714286,0.4083404012607143,0.348,0.2554715634,0.3017357817
ZMB,Zambia,2013,0.2799999999999999,1.0,0.8616666666666667,0.5,0.32999999999999996,0.5943333333333334,0.39428571428571424,0.09238,0.810322,0.53,0.26197464400000003,0.8858291721,,0.08800000000000001,0.04444330930709839,0.102,0.2107863,0.43779999999999997,0.6285714285714287,0.4935714285714286,0.7000000000000001,0.5971428571428571,0.397819178373658,0.496,0.49513193959999996,0.4955659698
ZWE,Zimbabwe,2013,0.21999999999999997,1.0,0.8433333333333333,0.5,0.10999999999999999,0.5346666666666666,0.36999999999999994,0.16683499999999998,0.88638,0.5857142857142856,0.40361404399999995,0.7024403572,,0.20800000000000002,0.06930301189422608,,0.33904490000000004,0.8015,0.39428571428571424,0.39142857142857146,0.5442857142857143,0.4585714285714286,0.4124191274546354,0.291,0.2452005148,0.2681002574
AFG,Afghanistan,2016,0.009999999999999898,0.0,,0.0,0.13000000000000012,0.035,,0.10658,0.527776,,0.12002564600000001,0.24025665279999997,,0.247,0.3032613515853882,0.059000000000000004,0.16364920000000002,,,,,,0.23437950419878237,0.354,0.3060116768,0.3300058384
ALB,Albania,2016,0.3599999999999999,1.0,0.8116666666666668,0.75,0.5,0.6843333333333333,0.4957142857142857,0.35296,0.53872,0.7342857142857142,0.560741044,0.5823442459000001,1.0,1.0,0.40841059684753417,,0.4139586,0.9974,0.4957142857142857,0.4414285714285714,0.6185714285714285,0.5142857142857143,0.5976840677246917,0.508,0.5433249712,0.5256624856000001
DZA,Algeria,2016,0.49,0.7579749577504002,0.7666666666666667,0.5,0.32000000000000006,0.5669283248834134,0.4685714285714285,0.19336,,0.4685714285714285,0.89448986,0.6911639214,,,0.2363757848739624,,0.6844131,0.999,0.5085714285714286,0.45357142857142857,0.52,0.47000000000000003,0.5209311138575049,0.31,0.34060701140000005,0.3253035057
AGO,Angola,2016,0.44000000000000006,0.9109179562002204,0.6448381709987574,0.75,0.25,0.5991512254397955,0.4019700874177545,0.14409,,0.09273777408333332,0.239507342,0.6479106903,,0.145,0.09876753091812134,0.055,0.3668414,0.6163000000000001,0.2984657897222222,0.19,0.2996824449814815,0.3312943809777778,0.2603315759052515,0.306,0.2858928204,0.2959464102
ARG,Argentina,2016,0.5700000000000001,1.0,0.6716666666666667,0.75,0.62,0.7223333333333334,0.5228571428571428,0.50306,0.8245280000000001,0.48857142857142855,1.0,0.7043138503999999,,0.893,0.6628923892974854,0.45299999999999996,0.7519785,0.9967,0.47428571428571425,0.3385714285714286,0.4257142857142857,0.35571428571428576,0.6430116890882357,0.762,0.6065660476,0.6842830238
ARM,Armenia,2016,0.30999999999999994,1.0,0.8633333333333333,0.5,0.30000000000000004,0.5946666666666667,0.5385714285714286,0.39225,0.395736,0.5871428571428572,0.32746892,0.193531189,0.76,0.685,0.30552608966827394,0.162,0.5805022000000001,0.9964,0.5914285714285714,0.48142857142857143,0.6928571428571428,0.5157142857142857,0.5128473284881957,0.357,0.39606297020000003,0.3765314851
AUS,Australia,2016,0.9,1.0,0.9350000000000002,0.75,0.75,0.867,0.8071428571428572,0.76459,0.661888,0.7842857142857144,1.0,0.8154291534,1.0,0.743,,0.53,0.8295045000000001,1.0,0.8342857142857143,0.7614285714285715,0.7000000000000001,0.6028571428571429,0.7727757283375,0.887,0.775548029,0.8312740144999999
AUT,Austria,2016,0.86,1.0,0.9783333333333334,1.0,0.86,0.9396666666666667,0.8242857142857142,0.70981,0.615996,0.6971428571428572,1.0,0.8075664711,1.0,1.0,1.0,0.93,0.8727916,1.0,0.8414285714285714,0.6828571428571429,0.6799999999999999,0.6228571428571429,0.8302959687294642,0.854,0.7723575591999999,0.8131787796
AZE,Azerbaijan,2016,0.33999999999999997,1.0,0.8800000000000001,0.5,0.14,0.572,0.6142857142857142,0.48525,,0.5414285714285715,0.23267948600000002,0.2932949829,0.8165277882547309,0.8109999999999999,0.16821967363357543,0.126,0.3181463,0.999,0.5985714285714286,0.5335714285714286,0.6671428571428571,0.5814285714285715,0.5204984608528406,0.2,0.20333032599999998,0.20166516299999998
BHR,Bahrain,2016,0.5,1.0,0.9000000000000001,0.5,0.16999999999999993,0.6140000000000001,0.7157142857142856,0.7762,0.412014,0.6785714285714286,0.5965379719999999,0.7201214218,,0.7509999999999999,,0.369,0.9733754,1.0,0.76,0.7007142857142857,0.7557142857142857,0.6671428571428571,0.6872566210410714,0.131,0.24045887000000002,0.185729435
BGD,Bangladesh,2016,0.3999999999999999,0.9677029108888693,0.6166666666666667,0.25,0.24,0.4948739155111072,0.3957142857142857,0.11934,0.364188,0.43714285714285717,0.081221378,0.2684659576,,0.33399999999999996,0.15263291597366332,0.043,0.394025,0.8808,0.5085714285714286,0.3507142857142857,0.6285714285714287,0.43142857142857144,0.3577385067947826,0.28,0.3950493574,0.3375246787
BRB,Barbados,2016,0.42999999999999994,1.0,0.8883333333333334,,0.74,0.7645833333333334,0.7328571428571428,0.63967,0.682432,0.8042857142857143,0.630156564,0.559300766,,0.635,,0.096,0.8263292,1.0,0.6771428571428572,0.5599999999999999,0.6228571428571429,0.52,0.6073144616964286,0.773,0.7228669644,0.7479334822
BLR,Belarus,2016,0.25,1.0,,0.75,0.19000000000000006,0.5475,,0.63037,,,0.8385975840000001,0.7328581429000001,1.0,1.0,0.4764913558959961,,0.9594284000000001,0.999,,,,,0.7743606838691992,0.256,0.2468277692,0.2514138846
BEL,Belgium,2016,0.88,1.0,0.8833333333333334,1.0,0.9,0.9326666666666666,0.7799999999999999,0.68083,0.8683859999999999,0.8857142857142858,1.0,0.8199317741000001,1.0,1.0,,1.0,0.8516429999999999,1.0,0.8314285714285715,0.7471428571428572,0.7185714285714286,0.5828571428571429,0.8604065662383928,0.896,0.780092311,0.8380461555000001
BEN,Benin,2016,0.31999999999999995,1.0,0.7216666666666667,0.75,0.45999999999999996,0.6503333333333333,0.31714285714285717,0.14709,0.466708,0.41428571428571426,0.114981962,0.5699890137,,0.499,0.08042626976966857,,0.10195309999999999,0.558,0.40004428488888893,0.42357142857142854,0.5571428571428572,0.4785714285714286,0.356770824115157,0.71,0.5897828042000001,0.6498914021
BOL,Bolivia,2016,0.3999999999999999,1.0,0.7433333333333334,1.0,0.38,0.7046666666666667,0.45714285714285713,0.25322,,0.4057142857142857,0.88588934,0.7197887802,,1.0,0.43673019409179686,0.344,0.30396850000000003,0.9226,0.42,0.26285714285714284,0.4942857142857143,0.38,0.5432444437503801,0.629,0.5025389776,0.5657694888
BIH,Bosnia and Herzegovina,2016,0.15999999999999992,1.0,0.7116666666666667,0.75,0.39,0.6023333333333334,0.4557142857142857,0.40471,,0.5485714285714286,1.0,0.7138627243,,0.695,0.5581679344177246,,0.756007,0.9998,0.43857142857142856,0.38785714285714284,0.5471428571428572,0.35857142857142854,0.6041072245709656,0.562,0.4840126202,0.5230063101
BWA,Botswana,2016,0.5700000000000001,1.0,0.8383333333333334,0.75,0.53,0.7376666666666667,0.49857142857142855,0.42153,0.973268,0.5700000000000001,0.739799308,0.9669250584,,1.0,0.6190918445587158,0.084,0.6945384,0.9035,0.6842857142857143,0.6,0.6485714285714286,0.61,0.6883800738992055,0.699,0.5888492524,0.6439246262
BRA,Brazil,2016,0.7,1.0,0.6650000000000001,0.25,0.39,0.6010000000000001,0.5685714285714285,0.5025,0.8361259999999999,0.37142857142857144,0.789687204,0.7557942772,1.0,0.7829999999999999,0.25544664859771726,0.37,0.6824637,0.9872,0.5857142857142856,0.35928571428571426,0.5228571428571429,0.3485714285714286,0.6074154000766431,0.808,0.5984612704,0.7032306352
BRN,Brunei Darussalam,2016,0.62,1.0,0.8516666666666667,0.75,0.20999999999999996,0.6863333333333334,0.5542857142857143,0.35119,0.711314,0.7128571428571429,0.484277392,0.9502018452,,0.909,,0.147,0.913331,,0.6114285714285714,0.5928571428571429,0.6642857142857144,0.4757142857142857,0.6279421130392857,,0.3329912304,0.3329912304
BGR,Bulgaria,2016,0.55,1.0,0.6533333333333334,0.75,0.65,0.7206666666666667,0.5728571428571428,0.56023,0.467804,0.5857142857142856,0.824454022,0.5674528503,,1.0,0.21473228931427002,0.28800000000000003,0.8826872,1.0,0.51,0.42642857142857143,0.6528571428571429,0.4571428571428572,0.6256475226008918,0.677,0.5887252688,0.6328626344
BFA,Burkina Faso,2016,0.22999999999999998,0.9290535293598812,0.7107687674049066,0.75,0.37,0.5979644593529576,0.34817879863651624,0.12318,0.5869120000000001,0.2700558264166666,0.477768516,0.6861690521,,0.027000000000000003,0.3697366714477539,0.036000000000000004,0.1288663,0.6241,0.4555094798333334,0.41,0.46522650011111116,0.49818844264444445,0.3458682241993641,0.725,0.512374366,0.618687183
BDI,Burundi,2016,0.13,0.653607295043874,0.5533333333333333,0.25,0.15000000000000002,0.3473881256754415,0.27428571428571424,0.03308,0.8662939999999999,0.3871428571428571,0.382433676,0.740495739,,0.04,0.4891377925872803,,0.1284332,0.24560000000000004,0.3885714285714286,0.33142857142857146,0.5957142857142858,0.39714285714285713,0.3643061196537672,0.164,0.20436701780000002,0.18418350890000001
KHM,Cambodia,2016,0.24,1.0,0.6833333333333332,0.5,0.20999999999999996,0.5266666666666666,0.45285714285714285,0.24862,0.353258,0.43714285714285717,0.266762924,0.41439598080000006,,0.032,0.17919692993164063,0.043,0.4893148,0.8504,0.3963595496111111,0.435,0.6028571428571429,0.4257142857142857,0.3536799758071363,0.276,0.29272880560000003,0.2843644028
CMR,Cameroon,2016,0.19999999999999996,0.3838972809656789,0.6733333333333335,0.25,0.22999999999999998,0.3474461228598025,0.3071428571428571,0.13096,0.478726,0.5957142857142858,0.07581057,0.3016822815000001,,0.13,0.0061492912471294405,0.002,0.23781770000000002,0.7908999999999999,0.5928571428571429,0.3985714285714286,0.6214285714285713,0.4985714285714286,0.33114572231455275,0.33,0.307359922,0.318679961
CAN,Canada,2016,0.9,1.0,0.9283333333333335,1.0,0.85,0.9356666666666665,0.8142857142857143,0.67173,,0.7871428571428571,1.0,0.8452938843,1.0,1.0,,0.99,0.8468053000000001,1.0,0.8414285714285714,0.7392857142857142,0.7471428571428572,0.6614285714285714,0.8576053954473214,0.841,0.7935114622,0.8172557310999999
CAF,Central African Republic,2016,0.04999999999999993,0.5394467572030835,,0.25,0.010000000000000009,0.21236168930077087,,0.03813,0.17269,,0.11990641399999999,0.4479043961,0.20085384899999997,0.047,0.5165109157562255,,0.057041089999999996,0.37439999999999996,,,,,0.2251472983843709,0.395,0.2976501464,0.3463250732
TCD,Chad,2016,0.1499999999999999,0.5922926826921922,0.4850000000000001,0.25,0.06999999999999995,0.30945853653843847,0.25,0.04755,0.295534,0.35571428571428576,0.16449139200000001,0.43345451349999997,,0.016,0.14949174,,0.09150121,0.6334,0.42,0.305,0.4542857142857143,0.4042857142857143,0.2616375193616072,0.276,0.2421705008,0.2590852504
CHL,Chile,2016,0.77,1.0,0.8666666666666667,0.75,0.6799999999999999,0.8133333333333332,0.6657142857142857,0.49705,0.536092,0.43571428571428567,0.84595251,0.6524917221,1.0,0.7859999999999999,0.728474760055542,0.188,0.7352599,0.9991,0.7085714285714285,0.5907142857142856,0.6742857142857143,0.5742857142857142,0.6636066629025785,0.891,0.7052175522,0.7981087761000001
CHN,China,2016,0.71,1.0,0.8033333333333335,0.25,0.13000000000000012,0.5786666666666667,0.6728571428571428,0.36727,,0.6471428571428571,0.578638696,0.6409381485000001,0.6283037179826353,1.0,0.24880714416503907,0.31,0.5066417,0.9938,0.6328571428571428,0.5985714285714286,0.6414285714285715,0.5928571428571429,0.6067035343440511,0.081,0.2036392928,0.1423196464
COL,Colombia,2016,0.3799999999999999,0.8124811363039606,0.5,0.5,0.28,0.49449622726079207,0.5242857142857142,0.38126,0.6448959999999999,0.4685714285714285,1.0,0.8438778973,1.0,0.517,0.6890779495239258,0.141,0.4884786,0.9746,0.59,0.3657142857142857,0.5700000000000001,0.43,0.6017976172122096,0.676,0.5337118716,0.6048559358000001
ZAR,"Congo, Dem. Rep.",2016,0.030000000000000027,0.4573206528482038,0.7316666666666667,0.0,0.0,0.24379746390297408,0.2457142857142857,0.07884,0.313264,0.5114285714285715,0.11024494199999998,0.6270812607,,,0.13607640266418458,0.055999999999999994,0.1932194,0.30579999999999996,0.5228571428571429,0.35714285714285715,0.5842857142857143,0.4714285714285714,0.3223845105872377,0.317,0.232510233,0.2747551165
COG,"Congo, Rep.",2016,0.27,0.5901403014208303,,0.25,0.18000000000000005,0.32253507535520765,,0.17132,1.0,,0.24087178800000003,0.5574321747,,,0.007603468000888824,,0.25258379999999997,0.5688,,,,,0.39775346987017773,0.246,0.2817292214,0.2638646107
